01-04?Bouncing Spell
05-09?Disruptive Spell
10-14?Ectoplasmic Spell
15-19?Elemental Spell
20-31?Enlarge Spell
32-43?Extend Spell
44-48?Flaring Spell
49-53?Focused Spell
54-58?Intensified Spell
59-63?Lingering Spell
64-68?Piercing Spell
69-73?Reach Spell
74-78?Rime Spell
79-83?Selective Spell
84-95?Silent Spell
96-100?Toppling Spell

01-11?Burning Spell
12-22?Concussive Spell
23-40?Empower Spell
41-51?Persistent Spell
52-62?Sickening Spell
63-75?Thanatopic Spell
76-88?Threnodic Spell
89-100?Thundering Spell

01-20?Dazing Spell
21-40?Echoing Spell
41-70?Maximize Spell
71-100?Widen Spell
